# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
C4CONO3OOH                     165.10100000  4  7  6  1  0  0  0  0   0
C4CONO3CO                      147.08600000  4  5  5  1  0  0  0  0   0
C4NO3OCO                       148.09400000  4  6  5  1  0  0  0  0   0
C4NO3COOOH                     165.10100000  4  7  6  1  0  0  0  0   0
CH2OHCCLO2                     111.50100000  2  4  3  0  0  1  0  0   1
VINCL                           62.49600000  2  3  0  0  0  1  0  0   0
CH2OHCCLO                       95.50200000  2  4  2  0  0  1  0  0   0
COHCCLOOH                      112.50900000  2  5  3  0  0  1  0  0   0
CH2OHCOCL                       94.49400000  2  3  2  0  0  1  0  0   0
CH2OHCCLOH                      96.51000000  2  5  2  0  0  1  0  0   0
CL1GLYOX                        92.47800000  2  1  2  0  0  1  0  0   0
CCLOHCHO                        94.49400000  2  3  2  0  0  1  0  0   0
CCLOHCH2O2                     111.50100000  2  4  3  0  0  1  0  0   1
CHCLOHCO                        95.50200000  2  4  2  0  0  1  0  0   0
CCLOHCOOH                      112.50900000  2  5  3  0  0  1  0  0   0
CLOHPAN                        171.48900000  2  2  6  1  0  1  0  0   0
CLOHCO3H                       126.49200000  2  3  4  0  0  1  0  0   0
CLOHCO2H                       110.49300000  2  3  3  0  0  1  0  0   0
CHCLOOA                         80.46700000  1  1  2  0  0  1  0  0   0
CHCLOO                          80.46700000  1  1  2  0  0  1  0  0   0
HCL                             36.45800000  0  1  0  0  0  1  0  0   0
CLCO2H                          80.46700000  1  1  2  0  0  1  0  0   0
CNO3CLO2                       156.49800000  2  3  5  1  0  1  0  0   1
CCLNO3O2                       156.49800000  2  3  5  1  0  1  0  0   1
CNO3CLO                        140.49900000  2  3  4  1  0  1  0  0   0
CNO3CLOOH                      157.50600000  2  4  5  1  0  1  0  0   0
CNO3CLOH                       141.50700000  2  4  4  1  0  1  0  0   0
CNO3OCL                        139.49100000  2  2  4  1  0  1  0  0   0
CCLNO3CO                       140.49900000  2  3  4  1  0  1  0  0   0
CCLNO3COOH                     157.50600000  2  4  5  1  0  1  0  0   0
CCLNO3COH                      141.50700000  2  4  4  1  0  1  0  0   0
CCLCONO3                       139.49100000  2  2  4  1  0  1  0  0   0
IEPOXA                         118.13200000  5 10  3  0  0  0  0  0   0
IEPOXB                         118.13200000  5 10  3  0  0  0  0  0   0
IEPOXC                         118.13200000  5 10  3  0  0  0  0  0   0
IEACHO                         116.11600000  5  8  3  0  0  0  0  0   0
IEACO3                         147.10600000  5  7  5  0  0  0  0  0   1
IEAPAN                         193.11100000  5  7  7  1  0  0  0  0   0
IEACO3H                        148.11400000  5  8  5  0  0  0  0  0   0
IEB1CHO                        116.11600000  5  8  3  0  0  0  0  0   0
IEB4CHO                        116.11600000  5  8  3  0  0  0  0  0   0
IECCHO                         116.11600000  5  8  3  0  0  0  0  0   0
IECCO3                         147.10600000  5  7  5  0  0  0  0  0   1
IECPAN                         193.11100000  5  7  7  1  0  0  0  0   0
IECCO3H                        148.11400000  5  8  5  0  0  0  0  0   0
IEC2OOH                        148.11400000  5  8  5  0  0  0  0  0   0
INAO2                          196.13500000  5 10  7  1  0  0  0  0   1
INB1O2                         196.13500000  5 10  7  1  0  0  0  0   1
INB2O2                         196.13500000  5 10  7  1  0  0  0  0   1
INCO2                          196.13500000  5 10  7  1  0  0  0  0   1
INDO2                          196.13500000  5 10  7  1  0  0  0  0   1
C58NO3CO3                      210.11800000  5  8  8  1  0  0  0  0   1
INAO                           180.13600000  5 10  6  1  0  0  0  0   0
INANO3                         226.14100000  5 10  8  2  0  0  0  0   0
INAOOH                         197.14300000  5 11  7  1  0  0  0  0   0
INAOH                          181.14400000  5 11  6  1  0  0  0  0   0
INANCHO                        224.12500000  5  8  8  2  0  0  0  0   0
INANCO                         224.12500000  5  8  8  2  0  0  0  0   0
INAHPCHO                       195.12700000  5  9  7  1  0  0  0  0   0
INAHCHO                        179.12800000  5  9  6  1  0  0  0  0   0
INANCO3                        255.11500000  5  7 10  2  0  0  0  0   1
INANPAN                        301.12000000  5  7 12  3  0  0  0  0   0
INANCO2H                       240.12400000  5  8  9  2  0  0  0  0   0
INANCO3H                       256.12300000  5  8 10  2  0  0  0  0   0
INB1GLYOX                      177.11200000  5  7  6  1  0  0  0  0   0
INANCOCHO                      222.10900000  5  6  8  2  0  0  0  0   0
INAHPCO3                       226.11700000  5  8  9  1  0  0  0  0   1
INAHPPAN                       272.12200000  5  8 11  2  0  0  0  0   0
INAHPCO2H                      211.12600000  5  9  8  1  0  0  0  0   0
INAHPCO3H                      227.12500000  5  9  9  1  0  0  0  0   0
INAHCO3                        210.11800000  5  8  8  1  0  0  0  0   1
INAHPAN                        256.12300000  5  8 10  2  0  0  0  0   0
INAHCO2H                       195.12700000  5  9  7  1  0  0  0  0   0
INAHCO3H                       211.12600000  5  9  8  1  0  0  0  0   0
INANCOCO3                      253.09900000  5  5 10  2  0  0  0  0   1
INANCOPAN                      299.10400000  5  5 12  3  0  0  0  0   0
INANCOCO2H                     238.10800000  5  6  9  2  0  0  0  0   0
INANCOCO3H                     254.10700000  5  6 10  2  0  0  0  0   0
NC2OOA                         121.04800000  2  3  5  1  0  0  0  0   0
NC2OO                          121.04800000  2  3  5  1  0  0  0  0   0
INB1O                          180.13600000  5 10  6  1  0  0  0  0   0
INB1NO3                        226.14100000  5 10  8  2  0  0  0  0   0
INB1OOH                        197.14300000  5 11  7  1  0  0  0  0   0
INB1OH                         181.14400000  5 11  6  1  0  0  0  0   0
INB1CO                         179.12800000  5  9  6  1  0  0  0  0   0
INB2O                          180.13600000  5 10  6  1  0  0  0  0   0
C57NO3                         179.12800000  5  9  6  1  0  0  0  0   0
INB2OOH                        197.14300000  5 11  7  1  0  0  0  0   0
INB1NACHO                      224.12500000  5  8  8  2  0  0  0  0   0
INB1NBCHO                      224.12500000  5  8  8  2  0  0  0  0   0
MACRNCO3                       180.09200000  4  6  7  1  0  0  0  0   1
MACRNO3                        149.10200000  4  7  5  1  0  0  0  0   0
CONM2CHO                       147.08600000  4  5  5  1  0  0  0  0   0
MACRNPAN                       226.09700000  4  6  9  2  0  0  0  0   0
MACRNCO3H                      181.10000000  4  7  7  1  0  0  0  0   0
MACRNCO2H                      165.10100000  4  7  6  1  0  0  0  0   0
CONM2CO3H                      179.08400000  4  5  7  1  0  0  0  0   0
CONM2CO2H                      163.08500000  4  5  6  1  0  0  0  0   0
CONM2PAN                       224.08100000  4  4  9  2  0  0  0  0   0
CONM2CO3                       178.07600000  4  4  7  1  0  0  0  0   1
INB1HPCHO                      195.12700000  5  9  7  1  0  0  0  0   0
C57NO3CO3                      210.11800000  5  8  8  1  0  0  0  0   1
C4M2ALOHNO3                    177.11200000  5  7  6  1  0  0  0  0   0
C57NO3PAN                      256.12300000  5  8 10  2  0  0  0  0   0
C57NO3CO3H                     211.12600000  5  9  8  1  0  0  0  0   0
C57NO3CO2H                     195.12700000  5  9  7  1  0  0  0  0   0
MMALNACO3                      208.10200000  5  6  8  1  0  0  0  0   1
MMALNBCO3                      208.10200000  5  6  8  1  0  0  0  0   1
MMALNAPAN                      254.10700000  5  6 10  2  0  0  0  0   0
MMALNACO3H                     209.11000000  5  7  8  1  0  0  0  0   0
MMALNACO2H                     193.11100000  5  7  7  1  0  0  0  0   0
MMALNBPAN                      254.10700000  5  6 10  2  0  0  0  0   0
MMALNBCO3H                     209.11000000  5  7  8  1  0  0  0  0   0
MMALNBCO2H                     193.11100000  5  7  7  1  0  0  0  0   0
MACRNOOA                       165.10100000  4  7  6  1  0  0  0  0   0
MACRNOO                        165.10100000  4  7  6  1  0  0  0  0   0
INCO                           180.13600000  5 10  6  1  0  0  0  0   0
INCNO3                         226.14100000  5 10  8  2  0  0  0  0   0
INCOOH                         197.14300000  5 11  7  1  0  0  0  0   0
INCCO                          179.12800000  5  9  6  1  0  0  0  0   0
INCOH                          181.14400000  5 11  6  1  0  0  0  0   0
INCNCHO                        224.12500000  5  8  8  2  0  0  0  0   0
INCGLYOX                       177.11200000  5  7  6  1  0  0  0  0   0
INCNCO3                        255.11500000  5  7 10  2  0  0  0  0   1
INCNPAN                        301.12000000  5  7 12  3  0  0  0  0   0
INCNCO3H                       256.12300000  5  8 10  2  0  0  0  0   0
INCNCO2H                       240.12400000  5  8  9  2  0  0  0  0   0
MACRNBCO3                      180.09200000  4  6  7  1  0  0  0  0   1
MACRNBPAN                      226.09700000  4  6  9  2  0  0  0  0   0
MACRNBCO3H                     165.10100000  4  7  6  1  0  0  0  0   0
MACRNBCO2H                     165.10100000  4  7  6  1  0  0  0  0   0
COHM2CO3H                      134.08700000  4  6  5  0  0  0  0  0   0
COHM2CO2H                      118.08800000  4  6  4  0  0  0  0  0   0
COHM2PAN                       179.08400000  4  5  7  1  0  0  0  0   0
COHM2CO3                       133.07900000  4  5  5  0  0  0  0  0   1
NC3OOA                         135.07500000  3  5  5  1  0  0  0  0   0
NC3OO                          135.07500000  3  5  5  1  0  0  0  0   0
INDO                           180.13600000  5 10  6  1  0  0  0  0   0
MVKNO3                         149.10200000  4  7  5  1  0  0  0  0   0
INDOOH                         197.14300000  5 11  7  1  0  0  0  0   0
INDOH                          181.14400000  5 11  6  1  0  0  0  0   0
INDHPCHO                       195.12700000  5  9  7  1  0  0  0  0   0
INDHCHO                        179.12800000  5  9  6  1  0  0  0  0   0
INDHPCO3                       226.11700000  5  8  9  1  0  0  0  0   1
INDHPPAN                       272.12200000  5  8 11  2  0  0  0  0   0
INDHPCO3H                      227.12500000  5  9  9  1  0  0  0  0   0
INDHCO3                        210.11800000  5  8  8  1  0  0  0  0   1
INDHPAN                        256.12300000  5  8 10  2  0  0  0  0   0
INDHCO3H                       211.12600000  5  9  8  1  0  0  0  0   0
CO2N3CHO                       147.08600000  4  5  5  1  0  0  0  0   0
CO2N3CO3                       178.07600000  4  4  7  1  0  0  0  0   1
CO2N3PAN                       224.08100000  4  4  9  2  0  0  0  0   0
CO2N3CO3H                      179.08400000  4  5  7  1  0  0  0  0   0
NC4OOA                         165.10100000  4  7  6  1  0  0  0  0   0
NC4OO                          165.10100000  4  7  6  1  0  0  0  0   0
C58NO3PAN                      256.12300000  5  8 10  2  0  0  0  0   0
C58NO3CO3H                     211.12600000  5  9  8  1  0  0  0  0   0
C58NO3CO2H                     195.12700000  5  9  7  1  0  0  0  0   0
INB1NACO3                      255.11500000  5  7 10  2  0  0  0  0   1
INB1NAPAN                      301.12000000  5  7 12  3  0  0  0  0   0
INB1NACO2H                     240.12400000  5  8  9  2  0  0  0  0   0
INB1NACO3H                     256.12300000  5  8 10  2  0  0  0  0   0
INB1NBCO3                      255.11500000  5  7 10  2  0  0  0  0   1
INB1NBPAN                      301.12000000  5  7 12  3  0  0  0  0   0
INB1NBCO2H                     240.12400000  5  8  9  2  0  0  0  0   0
INB1NBCO3H                     256.12300000  5  8 10  2  0  0  0  0   0
INB1HPCO3                      226.11700000  5  8  9  1  0  0  0  0   1
INB1HPPAN                      272.12200000  5  8 11  2  0  0  0  0   0
INB1HPCO2H                     211.12600000  5  9  8  1  0  0  0  0   0
INB1HPCO3H                     227.12500000  5  9  9  1  0  0  0  0   0
LIMAO2                         185.24300000 10 17  3  0  0  0  0  0   1
LIMONENE                       136.23800000 10 16  0  0  0  0  0  0   0
LIMBO2                         185.24300000 10 17  3  0  0  0  0  0   1
LIMCO2                         185.24300000 10 17  3  0  0  0  0  0   1
LIMAO                          169.24400000 10 17  2  0  0  0  0  0   0
LIMANO3                        215.24900000 10 17  4  1  0  0  0  0   0
LIMAOOH                        186.25100000 10 18  3  0  0  0  0  0   0
LIMAOH                         170.25200000 10 18  2  0  0  0  0  0   0
LIMAL                          168.23600000 10 16  2  0  0  0  0  0   0
LIMBO                          169.24400000 10 17  2  0  0  0  0  0   0
LIMBNO3                        215.24900000 10 17  4  1  0  0  0  0   0
LIMBOOH                        186.25100000 10 18  3  0  0  0  0  0   0
LIMBCO                         168.23600000 10 16  2  0  0  0  0  0   0
LIMCO                          169.24400000 10 17  2  0  0  0  0  0   0
LIMCNO3                        215.24900000 10 17  4  1  0  0  0  0   0
LIMCOOH                        186.25100000 10 18  3  0  0  0  0  0   0
LIMCOH                         170.25200000 10 18  2  0  0  0  0  0   0
LIMKET                         138.21000000  9 14  1  0  0  0  0  0   0
LIMALO2                        217.24100000 10 17  5  0  0  0  0  0   1
LIMALO                         201.24200000 10 17  4  0  0  0  0  0   0
LIMALNO3                       247.24700000 10 17  6  1  0  0  0  0   0
LIMALOOH                       218.24900000 10 18  5  0  0  0  0  0   0
LIMALOH                        202.25000000 10 18  4  0  0  0  0  0   0
LMLKET                         170.20800000  9 14  3  0  0  0  0  0   0
C923PAN                        245.23100000 10 15  6  1  0  0  0  0   0
C923CO3H                       200.23400000 10 16  4  0  0  0  0  0   0
LIMONONIC                      184.23500000 10 16  3  0  0  0  0  0   0
C923O                          155.21700000  9 15  2  0  0  0  0  0   0
C923NO3                        201.22200000  9 15  4  1  0  0  0  0   0
